ticket_id,customer_id,issue_category,resolution_time,customer_satisfaction,ticket_text
2822,1426,network,5.6,4,VPN connection dropping intermittently.
2823,1969,hardware,7.72,4,Need assistance updating antivirus software.
2824,1413,software,5.56,4,Software installation fails with error code.
2825,1113,software,1.9,5,VPN connection dropping intermittently.
2826,1977,software,4.68,5,Software installation fails with error code.
2827,1144,network,6.27,3,Software installation fails with error code.
2828,1537,network,10.22,1,Software installation fails with error code.
2829,1647,software,5.52,4,Unable to connect to WiFi network.
2830,1302,network,10.38,1,VPN connection dropping intermittently.
2831,1743,software,4.94,4,Software installation fails with error code.
2832,1880,software,4.83,4,Blue screen error on startup.
2833,1587,hardware,9.09,2,Blue screen error on startup.
2834,1986,hardware,8.49,2,Frequent disconnections from corporate network.
2835,1839,hardware,18.05,2,Printer not responding to print commands.
2836,1344,network,9.61,2,Laptop overheating and shutting down.
2837,1813,network,5.87,5,Frequent disconnections from corporate network.
2838,1963,software,8.96,3,Unable to connect to WiFi network.
2839,1800,network,7.19,4,Blue screen error on startup.
2840,1000,network,8.64,2,VPN connection dropping intermittently.
2841,1146,software,6.41,4,Printer not responding to print commands.
2842,1286,software,2.69,4,Printer not responding to print commands.
2843,1975,hardware,7.52,2,Laptop overheating and shutting down.
2844,1653,network,11.3,3,VPN connection dropping intermittently.
2845,1052,network,7.55,4,Keyboard keys not working properly.
2846,1303,network,10,1,Laptop overheating and shutting down.
2847,1068,hardware,8.64,2,Printer not responding to print commands.
2848,1360,software,4.86,3,Unable to connect to WiFi network.
2849,1601,hardware,15.36,3,Need assistance updating antivirus software.
2850,1957,hardware,11.31,1,Need assistance updating antivirus software.
2851,1219,software,4.48,3,Blue screen error on startup.
2852,1961,software,3.97,4,Printer not responding to print commands.
2853,1703,software,4.11,4,Unable to connect to WiFi network.
2854,1965,software,6.86,5,Laptop overheating and shutting down.
2855,1574,software,6.15,3,Unable to connect to WiFi network.
2856,1584,software,3.28,5,Application crashing during use.
2857,1160,hardware,10.26,1,Laptop overheating and shutting down.
2858,1680,hardware,9.8,1,Software installation fails with error code.
2859,1088,software,5.47,4,Laptop overheating and shutting down.
2860,1687,software,4.09,3,Blue screen error on startup.
2861,1780,software,6.65,3,Need assistance updating antivirus software.
2862,1584,network,8,4,Laptop overheating and shutting down.
2863,1756,network,8.75,2,Software installation fails with error code.
2864,1588,software,3.82,5,Application crashing during use.
2865,1158,software,3.9,5,Unable to connect to WiFi network.
2866,1488,network,13.32,1,VPN connection dropping intermittently.
2867,1970,hardware,15.4,2,Need assistance updating antivirus software.
2868,1323,network,7.86,4,Unable to connect to WiFi network.
2869,1609,network,11.07,2,Application crashing during use.
2870,1380,software,6.82,3,VPN connection dropping intermittently.
2871,1101,network,6.75,4,Printer not responding to print commands.
2872,1493,network,6.55,4,Frequent disconnections from corporate network.
2873,1643,software,6,4,Blue screen error on startup.
2874,1613,software,5.39,4,Unable to connect to WiFi network.
2875,1018,software,4.4,3,Keyboard keys not working properly.
2876,1453,software,6.08,4,VPN connection dropping intermittently.
2877,1481,software,2.84,5,Printer not responding to print commands.
2878,1593,network,8.23,2,Keyboard keys not working properly.
2879,1396,hardware,6.28,4,Frequent disconnections from corporate network.
2880,1278,network,5.59,3,Frequent disconnections from corporate network.
2881,1850,hardware,7.88,2,Need assistance updating antivirus software.
2882,1364,software,5.54,5,Keyboard keys not working properly.
2883,1330,hardware,7.97,2,Need assistance updating antivirus software.
2884,1640,network,5.56,3,Need assistance updating antivirus software.
2885,1343,software,5.72,4,Need assistance updating antivirus software.
2886,1821,network,10.99,3,Need assistance updating antivirus software.
2887,1454,network,9.28,3,Printer not responding to print commands.
2888,1600,software,7.7,3,Blue screen error on startup.
2889,1724,network,10.82,1,Laptop overheating and shutting down.
2890,1654,software,4.27,5,Printer not responding to print commands.
2891,1064,network,9.26,2,Application crashing during use.
2892,1075,software,4.86,3,Need assistance updating antivirus software.
2893,1710,software,6.59,5,VPN connection dropping intermittently.
2894,1142,software,4.86,3,VPN connection dropping intermittently.
2895,1916,software,3.82,4,Keyboard keys not working properly.
2896,1914,software,7.06,4,Keyboard keys not working properly.
2897,1827,hardware,10.95,2,Application crashing during use.
2898,1604,software,4,3,Printer not responding to print commands.
2899,1472,software,4.25,3,VPN connection dropping intermittently.
2900,1416,hardware,7.99,3,Software installation fails with error code.
2901,1304,software,3.5,4,Software installation fails with error code.
2902,1735,software,4.28,3,Laptop overheating and shutting down.
2903,1496,software,5.56,4,Software installation fails with error code.
2904,1290,software,5.1,5,Unable to connect to WiFi network.
2905,1939,software,4.34,4,Need assistance updating antivirus software.
2906,1101,network,10.99,2,Application crashing during use.
2907,1985,network,3.98,5,Keyboard keys not working properly.
2908,1266,hardware,10.92,2,Unable to connect to WiFi network.
2909,1866,network,7.71,2,Blue screen error on startup.
2910,1967,software,3.54,5,Need assistance updating antivirus software.
2911,1621,software,5.55,4,VPN connection dropping intermittently.
2912,1973,software,4.67,3,Need assistance updating antivirus software.
2913,1841,network,10.49,1,Keyboard keys not working properly.
2914,1961,network,9.74,2,Frequent disconnections from corporate network.
2915,1941,hardware,15.72,1,Frequent disconnections from corporate network.
2916,1776,hardware,8.55,2,Unable to connect to WiFi network.
2917,1002,software,7.09,3,Printer not responding to print commands.
2918,1084,software,3.25,5,VPN connection dropping intermittently.
2919,1793,software,4.83,4,Keyboard keys not working properly.
2920,1327,software,4.3,3,Keyboard keys not working properly.
2921,1815,software,5.9,3,Keyboard keys not working properly.
2922,1449,network,9.16,2,Software installation fails with error code.
2923,1453,software,3.65,4,Keyboard keys not working properly.
2924,1923,software,5.99,4,Frequent disconnections from corporate network.
2925,1628,hardware,8.86,2,Blue screen error on startup.
2926,1220,network,6.37,5,Application crashing during use.
2927,1153,software,4.98,4,Need assistance updating antivirus software.
2928,1664,software,2.78,4,Application crashing during use.
2929,1011,software,6.4,5,Frequent disconnections from corporate network.
2930,1132,network,7.89,2,Frequent disconnections from corporate network.
2931,1993,software,4.95,3,Blue screen error on startup.
2932,1303,software,4.87,5,Laptop overheating and shutting down.
2933,1292,software,7.47,2,Unable to connect to WiFi network.
2934,1974,software,7.28,3,Software installation fails with error code.
2935,1299,software,7.03,2,Printer not responding to print commands.
2936,1739,software,4.87,3,Keyboard keys not working properly.
2937,1782,hardware,6.65,3,Keyboard keys not working properly.
2938,1042,software,4.98,4,Blue screen error on startup.
2939,1943,network,8.63,3,Laptop overheating and shutting down.
2940,1342,software,6.22,3,Keyboard keys not working properly.
2941,1325,network,8.62,2,Software installation fails with error code.
2942,1813,software,3.46,5,Unable to connect to WiFi network.
2943,1497,network,6.93,5,Software installation fails with error code.
2944,1363,network,6.75,4,Laptop overheating and shutting down.
2945,1890,hardware,11.62,3,Frequent disconnections from corporate network.
2946,1426,network,9.13,2,Software installation fails with error code.
2947,1020,software,6.04,3,Application crashing during use.
2948,1406,network,8.6,2,Software installation fails with error code.
2949,1618,software,1.91,4,Frequent disconnections from corporate network.
2950,1335,software,2.41,5,Keyboard keys not working properly.
2951,1814,software,4.79,4,Need assistance updating antivirus software.
2952,1116,software,5.15,4,Need assistance updating antivirus software.
2953,1123,network,10.51,1,Need assistance updating antivirus software.
2954,1398,software,5.12,4,Keyboard keys not working properly.
2955,1792,network,6.05,4,Blue screen error on startup.
2956,1803,software,5.99,5,Unable to connect to WiFi network.
2957,1714,software,4.97,3,Unable to connect to WiFi network.
2958,1050,hardware,8.79,3,Keyboard keys not working properly.
2959,1782,network,4.77,3,Software installation fails with error code.
2960,1323,software,5.13,4,Printer not responding to print commands.
2961,1788,network,8.46,3,Unable to connect to WiFi network.
2962,1140,software,3.51,4,Application crashing during use.
2963,1469,software,6.12,4,Application crashing during use.
2964,1786,hardware,11.96,1,VPN connection dropping intermittently.
2965,1801,network,8.1,4,Application crashing during use.
2966,1333,network,8.02,2,Unable to connect to WiFi network.
2967,1892,software,6.42,4,Printer not responding to print commands.
2968,1963,network,8.74,4,Frequent disconnections from corporate network.
2969,1372,network,6.6,3,Need assistance updating antivirus software.
2970,1563,software,4.7,4,Software installation fails with error code.
2971,1493,network,9.11,1,Frequent disconnections from corporate network.
2972,1538,network,3.94,4,Printer not responding to print commands.
2973,1668,software,3.6,5,Blue screen error on startup.
2974,1750,software,6.02,4,Need assistance updating antivirus software.
2975,1155,network,10.42,3,VPN connection dropping intermittently.
2976,1290,network,10.04,3,Blue screen error on startup.
2977,1647,software,6.34,4,Unable to connect to WiFi network.
2978,1143,network,8.26,3,Printer not responding to print commands.
2979,1105,software,3.46,5,Need assistance updating antivirus software.
2980,1419,network,7.61,3,VPN connection dropping intermittently.
2981,1669,software,2.01,4,Software installation fails with error code.
2982,1657,software,6.95,4,Software installation fails with error code.
2983,1001,software,3.77,5,Keyboard keys not working properly.
2984,1944,hardware,8.4,3,Unable to connect to WiFi network.
2985,1588,software,6.59,4,Application crashing during use.
